"","artist_name","Valence","danceability","energy","loudness","speechiness","acousticness","liveness","tempo","track_name","album_name","album_release_year"
"1","Doja Cat","0.726","0.864","0.556","-7.683","0.1940","0.255000","0.1120"," 99.974","Paint The Town Red","Scarlet","2023"
"2","Doja Cat","0.313","0.831","0.362","-6.085","0.2290","0.000156","0.1680","139.941","Demons","Scarlet","2023"
"3","Doja Cat","0.192","0.804","0.656","-5.723","0.0896","0.020700","0.1070","150.014","Wet Vagina","Scarlet","2023"
"4","Doja Cat","0.643","0.764","0.720","-6.494","0.2730","0.196000","0.1110"," 91.337","Fuck The Girls (FTG)","Scarlet","2023"
"5","Doja Cat","0.794","0.854","0.808","-5.958","0.1390","0.019400","0.1080","110.203","Ouchies","Scarlet","2023"
"6","Doja Cat","0.864","0.564","0.796","-2.652","0.3510","0.184000","0.1470","153.586","97","Scarlet","2023"
"7","Doja Cat","0.805","0.885","0.576","-7.170","0.2380","0.069500","0.0993"," 76.004","Gun","Scarlet","2023"
"8","Doja Cat","0.552","0.933","0.533","-8.000","0.0585","0.027000","0.1180","140.991","Go Off","Scarlet","2023"
"9","Doja Cat","0.409","0.763","0.441","-9.043","0.1100","0.034300","0.1320","145.926","Shutcho","Scarlet","2023"
"10","Doja Cat","0.392","0.750","0.674","-6.128","0.0970","0.228000","0.1220","123.026","Agora Hills","Scarlet","2023"
"11","Doja Cat","0.815","0.472","0.790","-4.337","0.3220","0.286000","0.0636"," 77.908","Can't Wait","Scarlet","2023"
"12","Doja Cat","0.593","0.509","0.638","-5.516","0.4750","0.554000","0.1100","171.817","Often","Scarlet","2023"
"13","Doja Cat","0.649","0.597","0.622","-9.593","0.3430","0.616000","0.1210"," 82.361","Love Life","Scarlet","2023"
"14","Doja Cat","0.501","0.632","0.706","-6.127","0.0987","0.106000","0.1430"," 85.000","Skull And Bones","Scarlet","2023"
"15","Doja Cat","0.395","0.758","0.587","-6.932","0.2440","0.130000","0.1090"," 87.997","Attention","Scarlet","2023"
"16","Doja Cat","0.377","0.778","0.626","-4.329","0.1610","0.183000","0.1770","148.022","Balut","Scarlet","2023"
"17","Doja Cat","0.375","0.895","0.486","-5.937","0.2730","0.004490","0.1190","144.064","WYM Freestyle","Scarlet","2023"
"18","Doja Cat","0.881","0.824","0.764","-4.175","0.0854","0.088800","0.1170","107.998","Woman","Planet Her (Deluxe)","2021"
"19","Doja Cat","0.536","0.733","0.862","-5.736","0.1970","0.374000","0.1310","111.076","Naked","Planet Her (Deluxe)","2021"
"20","Doja Cat","0.558","0.619","0.707","-5.791","0.0499","0.036600","0.1300","168.995","Payday (feat. Young Thug)","Planet Her (Deluxe)","2021"
"21","Doja Cat","0.793","0.912","0.655","-6.029","0.1620","0.315000","0.0894"," 91.942","Get Into It (Yuh)","Planet Her (Deluxe)","2021"
"22","Doja Cat","0.194","0.664","0.609","-6.509","0.0707","0.304000","0.0926","130.041","Need to Know","Planet Her (Deluxe)","2021"
"23","Doja Cat","0.450","0.683","0.615","-5.737","0.0966","0.222000","0.1540"," 77.014","I Don't Do Drugs (feat. Ariana Grande)","Planet Her (Deluxe)","2021"
"24","Doja Cat","0.529","0.734","0.450","-7.075","0.0824","0.597000","0.0964","135.067","Love To Dream","Planet Her (Deluxe)","2021"
"25","Doja Cat","0.436","0.828","0.621","-6.414","0.0565","0.016400","0.0845","128.986","You Right","Planet Her (Deluxe)","2021"
"26","Doja Cat","0.176","0.678","0.531","-5.029","0.0374","0.126000","0.3770"," 99.008","Been Like This","Planet Her (Deluxe)","2021"
"27","Doja Cat","0.285","0.842","0.522","-7.844","0.0985","0.293000","0.1070","132.986","Options (feat. JID)","Planet Her (Deluxe)","2021"
"28","Doja Cat","0.619","0.855","0.488","-4.601","0.2080","0.506000","0.3470","124.097","Ain't Shit","Planet Her (Deluxe)","2021"
"29","Doja Cat","0.698","0.820","0.656","-5.537","0.0399","0.209000","0.1240","143.059","Imagine","Planet Her (Deluxe)","2021"
"30","Doja Cat","0.746","0.691","0.656","-5.864","0.1720","0.543000","0.0950","169.973","Alone","Planet Her (Deluxe)","2021"
"31","Doja Cat","0.781","0.764","0.705","-3.463","0.0284","0.259000","0.1200","110.970","Kiss Me More (feat. SZA)","Planet Her (Deluxe)","2021"
"32","Doja Cat","0.502","0.837","0.567","-6.709","0.0649","0.015800","0.1180","129.001","You Right - Extended","Planet Her (Deluxe)","2021"
"33","Doja Cat","0.670","0.829","0.761","-4.882","0.1170","0.186000","0.0705"," 74.979","Up And Down","Planet Her (Deluxe)","2021"
"34","Doja Cat","0.866","0.779","0.558","-5.523","0.2590","0.041700","0.0727"," 91.933","Tonight (feat. Eve)","Planet Her (Deluxe)","2021"
"35","Doja Cat","0.828","0.722","0.592","-6.718","0.3830","0.224000","0.0714","199.719","Ride","Planet Her (Deluxe)","2021"
"36","Doja Cat","0.476","0.592","0.635","-5.351","0.0971","0.212000","0.3050","155.907","Why Why (feat. Gunna)","Planet Her (Deluxe)","2021"
"37","Doja Cat","0.881","0.824","0.764","-4.175","0.0854","0.088800","0.1170","107.998","Woman","Planet Her","2021"
"38","Doja Cat","0.536","0.733","0.862","-5.736","0.1970","0.374000","0.1310","111.076","Naked","Planet Her","2021"
"39","Doja Cat","0.558","0.619","0.707","-5.791","0.0499","0.036600","0.1300","168.995","Payday (feat. Young Thug)","Planet Her","2021"
"40","Doja Cat","0.793","0.912","0.655","-6.029","0.1620","0.315000","0.0894"," 91.942","Get Into It (Yuh)","Planet Her","2021"
"41","Doja Cat","0.194","0.664","0.609","-6.509","0.0707","0.304000","0.0926","130.041","Need to Know","Planet Her","2021"
"42","Doja Cat","0.450","0.683","0.615","-5.737","0.0966","0.222000","0.1540"," 77.014","I Don't Do Drugs (feat. Ariana Grande)","Planet Her","2021"
"43","Doja Cat","0.529","0.734","0.450","-7.075","0.0824","0.597000","0.0964","135.067","Love To Dream","Planet Her","2021"
"44","Doja Cat","0.436","0.828","0.621","-6.414","0.0565","0.016400","0.0845","128.986","You Right","Planet Her","2021"
"45","Doja Cat","0.176","0.678","0.531","-5.029","0.0374","0.126000","0.3770"," 99.008","Been Like This","Planet Her","2021"
"46","Doja Cat","0.285","0.842","0.522","-7.844","0.0985","0.293000","0.1070","132.986","Options (feat. JID)","Planet Her","2021"
"47","Doja Cat","0.619","0.855","0.488","-4.601","0.2080","0.506000","0.3470","124.097","Ain't Shit","Planet Her","2021"
"48","Doja Cat","0.698","0.820","0.656","-5.537","0.0399","0.209000","0.1240","143.059","Imagine","Planet Her","2021"
"49","Doja Cat","0.746","0.691","0.656","-5.864","0.1720","0.543000","0.0950","169.973","Alone","Planet Her","2021"
"50","Doja Cat","0.781","0.764","0.705","-3.463","0.0284","0.259000","0.1200","110.970","Kiss Me More (feat. SZA)","Planet Her","2021"
"51","Doja Cat","0.818","0.917","0.657","-5.716","0.0921","0.318000","0.0754","131.030","Cyber Sex","Hot Pink","2019"
"52","Doja Cat","0.592","0.807","0.783","-3.115","0.0964","0.351000","0.1400","127.996","Won't Bite (feat. Smino)","Hot Pink","2019"
"53","Doja Cat","0.686","0.651","0.724","-5.457","0.1660","0.172000","0.1300","144.146","Rules","Hot Pink","2019"
"54","Doja Cat","0.484","0.695","0.825","-2.891","0.0359","0.002650","0.0723","160.028","Bottom Bitch","Hot Pink","2019"
"55","Doja Cat","0.779","0.787","0.673","-4.583","0.1590","0.264000","0.0904","110.962","Say So","Hot Pink","2019"
"56","Doja Cat","0.405","0.879","0.498","-6.027","0.1800","0.239000","0.0967","106.044","Like That (feat. Gucci Mane)","Hot Pink","2019"
"57","Doja Cat","0.403","0.603","0.741","-5.580","0.1200","0.276000","0.1040","168.006","Talk Dirty","Hot Pink","2019"
"58","Doja Cat","0.548","0.775","0.708","-6.073","0.1660","0.009930","0.1280"," 90.005","Addiction","Hot Pink","2019"
"59","Doja Cat","0.189","0.749","0.463","-8.433","0.0842","0.210000","0.3380"," 90.035","Streets","Hot Pink","2019"
"60","Doja Cat","0.289","0.559","0.630","-6.075","0.2460","0.421000","0.1020","107.627","Shine","Hot Pink","2019"
"61","Doja Cat","0.509","0.674","0.759","-5.379","0.0376","0.294000","0.1160","129.926","Better Than Me","Hot Pink","2019"
"62","Doja Cat","0.484","0.785","0.652","-2.607","0.0668","0.102000","0.0697","170.024","Juicy","Hot Pink","2019"
"63","Doja Cat","0.700","0.710","0.710","-2.474","0.0579","0.071600","0.2060","169.944","Go To Town","Amala (Deluxe Version)","2019"
"64","Doja Cat","0.466","0.722","0.864","-3.317","0.1070","0.003240","0.1640","148.025","Cookie Jar","Amala (Deluxe Version)","2019"
"65","Doja Cat","0.125","0.664","0.637","-5.593","0.0283","0.004340","0.1990","121.975","Roll With Us","Amala (Deluxe Version)","2019"
"66","Doja Cat","0.138","0.797","0.444","-7.738","0.0411","0.304000","0.1070"," 95.035","Wine Pon You (feat. Konshens)","Amala (Deluxe Version)","2019"
"67","Doja Cat","0.153","0.747","0.734","-5.781","0.0361","0.072600","0.1310","110.978","Fancy","Amala (Deluxe Version)","2019"
"68","Doja Cat","0.379","0.713","0.675","-6.519","0.0654","0.251000","0.1170","120.048","Wild Beach","Amala (Deluxe Version)","2019"
"69","Doja Cat","0.146","0.594","0.504","-8.182","0.0254","0.033900","0.1960","139.932","Morning Light","Amala (Deluxe Version)","2019"
"70","Doja Cat","0.209","0.689","0.516","-5.857","0.0444","0.513000","0.1680","124.876","Candy","Amala (Deluxe Version)","2019"
"71","Doja Cat","0.595","0.750","0.783","-5.612","0.0524","0.001580","0.1430","120.016","Game","Amala (Deluxe Version)","2019"
"72","Doja Cat","0.323","0.653","0.632","-6.866","0.0993","0.082700","0.0669","128.020","Casual","Amala (Deluxe Version)","2019"
"73","Doja Cat","0.442","0.556","0.745","-6.409","0.1690","0.001840","0.3670","141.252","Down Low","Amala (Deluxe Version)","2019"
"74","Doja Cat","0.691","0.717","0.468","-7.077","0.0525","0.277000","0.1120"," 96.470","Body Language","Amala (Deluxe Version)","2019"
"75","Doja Cat","0.197","0.797","0.556","-7.080","0.1680","0.183000","0.0795","130.070","All Nighter","Amala (Deluxe Version)","2019"
"76","Doja Cat","0.428","0.770","0.697","-2.644","0.0607","0.081700","0.0663","170.084","Juicy","Amala (Deluxe Version)","2019"
"77","Doja Cat","0.421","0.822","0.654","-4.623","0.1320","0.019000","0.2330","119.884","Tia Tamera (feat. Rico Nasty)","Amala (Deluxe Version)","2019"
"78","Doja Cat","0.509","0.869","0.532","-7.186","0.2300","0.517000","0.1030"," 89.004","MOOO!","Amala (Deluxe Version)","2019"
"79","Doja Cat","0.700","0.710","0.710","-2.474","0.0579","0.071600","0.2060","169.944","Go To Town","Amala","2018"
"80","Doja Cat","0.466","0.722","0.864","-3.317","0.1070","0.003240","0.1640","148.025","Cookie Jar","Amala","2018"
"81","Doja Cat","0.125","0.664","0.637","-5.593","0.0283","0.004340","0.1990","121.975","Roll With Us","Amala","2018"
"82","Doja Cat","0.138","0.797","0.444","-7.738","0.0411","0.304000","0.1070"," 95.035","Wine Pon You (feat. Konshens)","Amala","2018"
"83","Doja Cat","0.148","0.739","0.737","-5.780","0.0375","0.063700","0.4830","110.976","Fancy","Amala","2018"
"84","Doja Cat","0.355","0.715","0.675","-6.669","0.0859","0.249000","0.1150","120.042","Wild Beach","Amala","2018"
"85","Doja Cat","0.139","0.593","0.505","-8.169","0.0257","0.032900","0.1940","139.941","Morning Light","Amala","2018"
"86","Doja Cat","0.209","0.689","0.516","-5.857","0.0444","0.513000","0.1630","124.876","Candy","Amala","2018"
"87","Doja Cat","0.635","0.722","0.766","-5.566","0.0550","0.001340","0.1420","119.962","Game","Amala","2018"
"88","Doja Cat","0.323","0.653","0.632","-6.866","0.0993","0.082700","0.0669","128.020","Casual","Amala","2018"
"89","Doja Cat","0.442","0.556","0.745","-6.409","0.1690","0.001840","0.3670","141.252","Down Low","Amala","2018"
"90","Doja Cat","0.682","0.717","0.470","-7.081","0.0478","0.277000","0.1040"," 96.491","Body Language","Amala","2018"
"91","Doja Cat","0.223","0.800","0.551","-6.249","0.1620","0.198000","0.0776","129.994","All Nighter","Amala","2018"
"92","Drake","0.2000","0.402","0.5140"," -7.322","0.0471","0.106000","0.1810","120.009","Virginia Beach","For All The Dogs","2023"
"93","Drake","0.3090","0.646","0.6050"," -7.590","0.1880","0.063600","0.2530"," 90.156","Amen (feat. Teezo Touchdown)","For All The Dogs","2023"
"94","Drake","0.1040","0.571","0.5500"," -6.567","0.1060","0.054800","0.1790","120.947","Calling For You (feat. 21 Savage)","For All The Dogs","2023"
"95","Drake","0.0666","0.581","0.3250"," -9.238","0.2200","0.012800","0.1600","136.934","Fear Of Heights","For All The Dogs","2023"
"96","Drake","0.0667","0.566","0.5640"," -7.880","0.2770","0.014900","0.1040","139.920","Daylight","For All The Dogs","2023"
"97","Drake","0.2480","0.470","0.6400"," -7.779","0.3200","0.027700","0.3820","163.920","First Person Shooter (feat. J. Cole)","For All The Dogs","2023"
"98","Drake","0.1380","0.663","0.6700"," -8.399","0.2710","0.046400","0.2050","136.952","IDGAF (feat. Yeat)","For All The Dogs","2023"
"99","Drake","0.3250","0.487","0.4900"," -9.373","0.0649","0.554000","0.1260","141.389","7969 Santa","For All The Dogs","2023"
"100","Drake","0.1050","0.483","0.4080"," -9.243","0.0502","0.508000","0.2590"," 88.880","Slime You Out (feat. SZA)","For All The Dogs","2023"
"101","Drake","0.3690","0.626","0.3090","-10.397","0.0433","0.850000","0.1170","117.940","Bahamas Promises","For All The Dogs","2023"
"102","Drake","0.2310","0.570","0.2950","-13.693","0.0445","0.837000","0.1670"," 84.139","Tried Our Best","For All The Dogs","2023"
"103","Drake","0.6290","0.823","0.6420"," -5.922","0.2580","0.064400","0.1050","146.781","Screw The World - Interlude","For All The Dogs","2023"
"104","Drake","0.1430","0.707","0.3340","-12.792","0.2440","0.375000","0.1700","127.944","Drew A Picasso","For All The Dogs","2023"
"105","Drake","0.1760","0.647","0.3400"," -8.795","0.0496","0.245000","0.1070"," 91.998","Members Only (feat. PARTYNEXTDOOR)","For All The Dogs","2023"
"106","Drake","0.4730","0.832","0.5550"," -7.766","0.1160","0.050600","0.2130"," 95.618","What Would Pluto Do","For All The Dogs","2023"
"107","Drake","0.1950","0.650","0.4050","-10.156","0.1990","0.552000","0.1070","124.747","All The Parties (feat. Chief Keef)","For All The Dogs","2023"
"108","Drake","0.6680","0.567","0.6820"," -6.423","0.2740","0.643000","0.5120"," 79.043","8am in Charlotte","For All The Dogs","2023"
"109","Drake","0.5740","0.502","0.3910"," -9.013","0.0428","0.845000","0.1120","132.819","BBL Love - Interlude","For All The Dogs","2023"
"110","Drake","0.2550","0.868","0.4070"," -7.735","0.2950","0.047900","0.1390","107.524","Gently (feat. Bad Bunny)","For All The Dogs","2023"
"111","Drake","0.1420","0.645","0.7290"," -4.560","0.0528","0.037700","0.3840","146.010","Rich Baby Daddy (feat. Sexyy Red & SZA)","For All The Dogs","2023"
"112","Drake","0.2140","0.684","0.5410"," -8.040","0.0483","0.034700","0.1380","158.046","Another Late Night (feat. Lil Yachty)","For All The Dogs","2023"
"113","Drake","0.2260","0.848","0.6250"," -7.640","0.0587","0.019500","0.1090"," 93.019","Away From Home","For All The Dogs","2023"
"114","Drake","0.3430","0.440","0.2740","-14.464","0.0809","0.092400","0.1280"," 76.513","Polar Opposites","For All The Dogs","2023"
"115","Drake","0.4240","0.561","0.5200"," -9.342","0.2440","0.050300","0.3550","153.150","Rich Flex","Her Loss","2022"
"116","Drake","0.2250","0.908","0.5460","-10.491","0.3230","0.012700","0.0707","131.016","Major Distribution","Her Loss","2022"
"117","Drake","0.3290","0.841","0.3580"," -8.368","0.5910","0.020100","0.3900","158.014","On BS","Her Loss","2022"
"118","Drake","0.3950","0.849","0.4330"," -8.434","0.3160","0.040700","0.3880","142.110","BackOutsideBoyz","Her Loss","2022"
"119","Drake","0.6160","0.934","0.6140"," -7.384","0.1980","0.002740","0.1230","144.045","Privileged Rappers","Her Loss","2022"
"120","Drake","0.2030","0.773","0.7010"," -6.386","0.0512","0.010000","0.1630","129.963","Spin Bout U","Her Loss","2022"
"121","Drake","0.1110","0.501","0.4030","-11.106","0.1190","0.234000","0.2670","118.352","Hours In Silence","Her Loss","2022"
"122","Drake","0.6090","0.746","0.5170"," -7.582","0.3270","0.078200","0.1370"," 88.987","Treacherous Twins","Her Loss","2022"
"123","Drake","0.2520","0.734","0.6050"," -8.476","0.0699","0.010200","0.3170","103.976","Circo Loco","Her Loss","2022"
"124","Drake","0.4450","0.749","0.6300"," -6.652","0.1160","0.062300","0.3530","122.030","Pussy & Millions (feat. Travis Scott)","Her Loss","2022"
"125","Drake","0.1120","0.642","0.5330"," -7.450","0.2660","0.010400","0.2510","120.041","Broke Boys","Her Loss","2022"
"126","Drake","0.2500","0.466","0.7030"," -5.774","0.3930","0.180000","0.4220"," 76.815","Middle of the Ocean","Her Loss","2022"
"127","Drake","0.3190","0.799","0.5750"," -6.257","0.2820","0.221000","0.1960"," 99.026","Jumbotron Shit Poppin","Her Loss","2022"
"128","Drake","0.0713","0.704","0.5040"," -6.749","0.2230","0.040500","0.1390"," 82.537","More M’s","Her Loss","2022"
"129","Drake","0.2410","0.475","0.6920"," -8.327","0.3980","0.053300","0.1800","181.167","3AM on Glenwood","Her Loss","2022"
"130","Drake","0.0398","0.385","0.3400","-11.754","0.0510","0.499000","0.1960"," 83.947","I Guess It’s Fuck Me","Her Loss","2022"
"131","Drake","0.2130","0.193","0.0218","-31.160","0.0389","0.955000","0.1170","125.501","Intro","Honestly, Nevermind","2022"
"132","Drake","0.3490","0.718","0.7580"," -8.290","0.0703","0.238000","0.1100","118.989","Falling Back","Honestly, Nevermind","2022"
"133","Drake","0.5360","0.765","0.6270"," -4.607","0.0622","0.000916","0.0847","118.997","Texts Go Green","Honestly, Nevermind","2022"
