,Unnamed: 0,Artist Name,Valence,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Track Name,Album Name,Album Release Year
195,196,Drake,0.0674,0.643,0.178,-8.56,0.0588,0.484,0.122,85.042,Can I,Care Package,2019
196,197,Drake,0.145,0.555,0.596,-9.09,0.375,0.133,0.123,77.324,Survival,Scorpion,2018
197,198,Drake,0.423,0.912,0.412,-8.074,0.123,0.0165,0.104,154.983,Nonstop,Scorpion,2018
198,199,Drake,0.0542,0.758,0.474,-8.72,0.147,0.0152,0.116,76.061,Elevate,Scorpion,2018
199,200,Drake,0.0853,0.414,0.677,-5.12,0.254,0.0248,0.0793,172.521,Emotionless,Scorpion,2018
200,201,Drake,0.357,0.754,0.449,-9.211,0.109,0.0332,0.552,77.169,God's Plan,Scorpion,2018
201,202,Drake,0.492,0.899,0.586,-7.866,0.343,0.279,0.0836,150.002,I'm Upset,Scorpion,2018
202,203,Drake,0.31,0.527,0.689,-7.87,0.741,0.161,0.498,170.538,8 Out Of 10,Scorpion,2018
203,204,Drake,0.491,0.754,0.575,-8.393,0.0682,0.045,0.276,86.009,Mob Ties,Scorpion,2018
204,205,Drake,0.446,0.761,0.598,-7.249,0.182,0.126,0.0839,173.897,Can’t Take A Joke,Scorpion,2018
205,206,Drake,0.519,0.486,0.849,-5.432,0.246,0.0481,0.143,152.086,Sandra’s Rose,Scorpion,2018
206,207,Drake,0.334,0.758,0.491,-9.877,0.138,0.00354,0.292,140.121,Talk Up (feat. Jay-Z),Scorpion,2018
207,208,Drake,0.549,0.708,0.547,-7.607,0.314,0.727,0.159,83.8,Is There More,Scorpion,2018
208,209,Drake,0.269,0.687,0.218,-13.539,0.0388,0.85,0.106,91.991,Peak,Scorpion,2018
209,210,Drake,0.134,0.776,0.482,-11.269,0.0357,0.477,0.11,136.008,Summer Games,Scorpion,2018
210,211,Drake,0.0371,0.764,0.271,-5.697,0.0414,0.037,0.175,116.019,Jaded,Scorpion,2018
211,212,Drake,0.758,0.585,0.909,-6.474,0.0707,0.0891,0.119,93.372,Nice For What,Scorpion,2018
212,213,Drake,0.299,0.807,0.319,-8.152,0.0581,0.133,0.101,94.992,Finesse,Scorpion,2018
213,214,Drake,0.622,0.657,0.571,-12.519,0.139,0.11,0.0735,167.958,Ratchet Happy Birthday,Scorpion,2018
214,215,Drake,0.38,0.85,0.473,-5.747,0.209,0.117,0.108,85.454,That’s How You Feel,Scorpion,2018
215,216,Drake,0.123,0.889,0.372,-10.254,0.357,0.013,0.184,133.997,Blue Tint,Scorpion,2018
216,217,Drake,0.35,0.835,0.626,-5.833,0.125,0.0589,0.396,91.03,In My Feelings,Scorpion,2018
217,218,Drake,0.138,0.822,0.318,-12.391,0.0575,0.493,0.11,102.998,Don’t Matter To Me (with Michael Jackson),Scorpion,2018
218,219,Drake,0.336,0.687,0.429,-13.075,0.192,0.0407,0.142,141.966,After Dark (feat. Static Major & Ty Dolla $ign),Scorpion,2018
219,220,Drake,0.104,0.5,0.449,-10.977,0.442,0.422,0.115,144.206,Final Fantasy,Scorpion,2018
220,221,Drake,0.318,0.558,0.414,-7.355,0.358,0.405,0.36,127.094,14-Mar,Scorpion,2018
221,222,Drake,0.203,0.736,0.491,-6.892,0.439,0.0681,0.571,141.979,Free Smoke,More Life,2017
222,223,Drake,0.578,0.913,0.608,-6.839,0.234,0.0671,0.533,97.063,No Long Talk,More Life,2017
223,224,Drake,0.364,0.809,0.463,-11.377,0.0396,0.256,0.109,111.98,Passionfruit,More Life,2017
224,225,Drake,0.237,0.735,0.373,-10.478,0.104,0.762,0.288,123.081,Jorja Interlude,More Life,2017
225,226,Drake,0.849,0.781,0.721,-9.133,0.0514,0.0945,0.104,123.011,Get It Together,More Life,2017
226,227,Drake,0.33,0.839,0.521,-10.45,0.166,0.245,0.607,105.992,Madiba Riddim,More Life,2017
227,228,Drake,0.375,0.726,0.535,-7.804,0.0476,0.0533,0.0984,98.067,Blem,More Life,2017
228,229,Drake,0.19,0.609,0.229,-12.36,0.0333,0.558,0.113,111.887,4422,More Life,2017
229,230,Drake,0.122,0.877,0.391,-8.196,0.063,0.0317,0.0945,131.018,Gyalchester,More Life,2017
230,231,Drake,0.415,0.745,0.822,-6.354,0.252,0.0103,0.155,86.733,Skepta Interlude,More Life,2017
231,232,Drake,0.35,0.925,0.443,-8.216,0.264,0.0172,0.276,136.078,Portland,More Life,2017
232,233,Drake,0.532,0.903,0.439,-11.813,0.397,0.0407,0.138,139.112,Sacrifices,More Life,2017
233,234,Drake,0.256,0.766,0.234,-7.544,0.159,0.332,0.358,96.882,Nothings Into Somethings,More Life,2017
234,235,Drake,0.144,0.766,0.283,-10.33,0.0846,0.111,0.115,97.04,Teenage Fever,More Life,2017
235,236,Drake,0.0906,0.875,0.6,-6.818,0.0435,0.0189,0.132,119.987,KMT,More Life,2017
236,237,Drake,0.378,0.526,0.583,-9.172,0.376,0.699,0.372,89.837,Lose You,More Life,2017
237,238,Drake,0.454,0.856,0.572,-8.429,0.373,0.0136,0.121,82.445,Can't Have Everything,More Life,2017
238,239,Drake,0.432,0.688,0.384,-8.824,0.375,0.2,0.708,162.098,Glow,More Life,2017
239,240,Drake,0.222,0.468,0.266,-11.121,0.13,0.348,0.209,153.294,Since Way Back,More Life,2017
240,241,Drake,0.613,0.928,0.481,-9.35,0.287,0.105,0.176,134.007,Fake Love,More Life,2017
241,242,Drake,0.598,0.813,0.551,-7.605,0.353,0.08,0.386,124.957,Ice Melts,More Life,2017
242,243,Drake,0.454,0.618,0.693,-5.943,0.45,0.246,0.112,170.982,Do Not Disturb,More Life,2017
243,244,Drake,0.196,0.378,0.566,-7.685,0.0482,0.149,0.382,87.691,Keep The Family Close,Views,2016
244,245,Drake,0.0379,0.68,0.712,-7.184,0.0453,0.000803,0.237,100.009,9,Views,2016
245,246,Drake,0.125,0.429,0.43,-11.373,0.165,0.338,0.138,174.983,U With Me?,Views,2016
246,247,Drake,0.205,0.582,0.677,-7.081,0.172,0.0312,0.122,193.818,Feel No Ways,Views,2016
247,248,Drake,0.237,0.787,0.635,-8.271,0.155,0.0253,0.357,130.018,Hype,Views,2016
248,249,Drake,0.35,0.623,0.74,-6.942,0.307,0.0635,0.366,82.877,Weston Road Flows,Views,2016
249,250,Drake,0.341,0.694,0.314,-7.82,0.116,0.611,0.117,119.905,Redemption,Views,2016
250,251,Drake,0.784,0.878,0.406,-9.961,0.248,0.134,0.112,128.014,With You,Views,2016
251,252,Drake,0.171,0.536,0.449,-10.499,0.103,0.11,0.284,99.889,Faithful,Views,2016
252,253,Drake,0.229,0.834,0.433,-9.607,0.174,0.0258,0.633,133.938,Still Here,Views,2016
253,254,Drake,0.349,0.59,0.468,-11.083,0.185,0.0789,0.101,92.287,Controlla,Views,2016
254,255,Drake,0.37,0.792,0.625,-5.609,0.0536,0.00776,0.329,103.967,One Dance,Views,2016
255,256,Drake,0.12,0.676,0.432,-9.51,0.502,0.00163,0.0799,145.869,Grammys,Views,2016
256,257,Drake,0.292,0.746,0.475,-11.243,0.113,0.0175,0.197,80.006,Childs Play,Views,2016
257,258,Drake,0.0594,0.713,0.462,-10.027,0.123,0.192,0.105,133.053,Pop Style,Views,2016
258,259,Drake,0.397,0.794,0.653,-7.839,0.104,0.0489,0.1,117.996,Too Good,Views,2016
259,260,Drake,0.242,0.699,0.255,-8.647,0.0303,0.405,0.0985,132.031,Summers Over Interlude,Views,2016
260,261,Drake,0.275,0.722,0.252,-14.411,0.0761,0.0671,0.0852,79.923,Fire & Desire,Views,2016
261,262,Drake,0.112,0.395,0.852,-5.896,0.37,0.0657,0.262,76.428,Views,Views,2016
262,263,Drake,0.552,0.891,0.628,-7.863,0.0551,0.00258,0.0504,134.966,Hotline Bling,Views,2016
263,264,Drake,0.276,0.881,0.546,-7.566,0.12,0.00296,0.226,140.032,Digital Dash,What A Time To Be Alive,2015
264,265,Drake,0.27,0.776,0.675,-6.224,0.266,0.00196,0.227,131.984,Big Rings,What A Time To Be Alive,2015
265,266,Drake,0.307,0.824,0.49,-8.391,0.429,0.0369,0.0807,165.948,Live From The Gutter,What A Time To Be Alive,2015
266,267,Drake,0.171,0.51,0.358,-10.847,0.0467,0.125,0.111,136.036,Diamonds Dancing,What A Time To Be Alive,2015
267,268,Drake,0.259,0.739,0.416,-9.319,0.285,0.0966,0.1,109.168,Scholarships,What A Time To Be Alive,2015
268,269,Drake,0.35,0.845,0.479,-6.065,0.298,0.0104,0.157,170.919,Plastic Bag,What A Time To Be Alive,2015
269,270,Drake,0.254,0.828,0.55,-9.158,0.255,0.000379,0.134,160.016,I'm The Plug,What A Time To Be Alive,2015
270,271,Drake,0.209,0.787,0.329,-9.991,0.391,0.0207,0.118,137.85,Change Locations,What A Time To Be Alive,2015
271,272,Drake,0.656,0.852,0.553,-7.286,0.187,0.0559,0.332,142.079,Jumpman,What A Time To Be Alive,2015
272,273,Drake,0.312,0.758,0.526,-10.81,0.255,0.513,0.0913,146.054,Jersey,What A Time To Be Alive,2015
273,274,Drake,0.317,0.744,0.619,-9.143,0.398,0.671,0.123,89.252,30 for 30 Freestyle,What A Time To Be Alive,2015
274,275,Drake,0.31,0.714,0.563,-7.574,0.0723,0.0266,0.0776,100.091,Legend,If You're Reading This It's Too Late,2015
275,276,Drake,0.553,0.747,0.571,-7.916,0.478,0.38,0.534,172.104,Energy,If You're Reading This It's Too Late,2015
276,277,Drake,0.888,0.825,0.756,-3.687,0.383,0.265,0.0762,172.938,10 Bands,If You're Reading This It's Too Late,2015
277,278,Drake,0.179,0.72,0.412,-8.687,0.223,0.196,0.342,114.408,Know Yourself,If You're Reading This It's Too Late,2015
278,279,Drake,0.618,0.823,0.467,-10.394,0.301,0.543,0.135,95.026,No Tellin',If You're Reading This It's Too Late,2015
279,280,Drake,0.142,0.905,0.492,-8.598,0.0595,0.0149,0.371,110.017,Madonna,If You're Reading This It's Too Late,2015
280,281,Drake,0.498,0.868,0.623,-8.595,0.101,0.0249,0.125,105.446,6 God,If You're Reading This It's Too Late,2015
281,282,Drake,0.166,0.521,0.392,-7.88,0.17,0.747,0.198,91.939,Star67,If You're Reading This It's Too Late,2015
282,283,Drake,0.389,0.605,0.51,-8.094,0.423,0.165,0.104,65.255,Preach,If You're Reading This It's Too Late,2015
283,284,Drake,0.195,0.312,0.466,-8.163,0.0509,0.729,0.215,135.44,Wednesday Night Interlude,If You're Reading This It's Too Late,2015
284,285,Drake,0.304,0.926,0.427,-7.584,0.105,0.0703,0.0818,96.025,Used To,If You're Reading This It's Too Late,2015
285,286,Drake,0.326,0.568,0.535,-9.306,0.513,0.217,0.114,83.589,6 Man,If You're Reading This It's Too Late,2015
286,287,Drake,0.098,0.555,0.481,-7.419,0.0322,0.124,0.101,107.793,Now & Forever,If You're Reading This It's Too Late,2015
287,288,Drake,0.119,0.651,0.55,-8.215,0.0496,0.0403,0.165,107.567,Company,If You're Reading This It's Too Late,2015
288,289,Drake,0.223,0.545,0.476,-7.444,0.284,0.168,0.13,154.362,You & The 6,If You're Reading This It's Too Late,2015
289,290,Drake,0.378,0.697,0.235,-8.651,0.0534,0.62,0.107,99.947,Jungle,If You're Reading This It's Too Late,2015
290,291,Drake,0.383,0.554,0.85,-4.155,0.251,0.107,0.155,128.429,6PM In New York,If You're Reading This It's Too Late,2015
291,292,Drake,0.3,0.597,0.679,-5.401,0.39,0.115,0.231,79.95,Tuscan Leather,Nothing Was The Same (Deluxe),2013
292,293,Drake,0.271,0.484,0.78,-5.264,0.135,0.147,0.057,137.101,Furthest Thing,Nothing Was The Same (Deluxe),2013
293,294,Drake,0.567,0.794,0.522,-7.829,0.159,0.0328,0.156,86.318,Started From the Bottom,Nothing Was The Same (Deluxe),2013
294,295,Drake,0.369,0.832,0.427,-8.516,0.257,0.0474,0.101,99.935,Wu-Tang Forever,Nothing Was The Same (Deluxe),2013
295,296,Drake,0.294,0.654,0.342,-11.305,0.101,0.0487,0.313,103.064,Own It,Nothing Was The Same (Deluxe),2013
296,297,Drake,0.414,0.779,0.799,-6.359,0.15,0.158,0.209,109.944,Worst Behavior,Nothing Was The Same (Deluxe),2013
297,298,Drake,0.448,0.738,0.491,-9.726,0.413,0.626,0.126,94.378,From Time,Nothing Was The Same (Deluxe),2013
298,299,Drake,0.287,0.776,0.413,-7.438,0.0952,0.00415,0.0724,100.003,"Hold On, We're Going Home",Nothing Was The Same (Deluxe),2013
299,300,Drake,0.469,0.683,0.488,-9.473,0.135,0.408,0.132,75.039,Connect,Nothing Was The Same (Deluxe),2013
300,301,Drake,0.502,0.831,0.651,-8.363,0.437,0.0125,0.0809,120.064,The Language,Nothing Was The Same (Deluxe),2013
301,302,Drake,0.134,0.419,0.494,-8.782,0.345,0.0567,0.144,67.622,305 To My City,Nothing Was The Same (Deluxe),2013
302,303,Drake,0.148,0.637,0.569,-5.858,0.55,0.173,0.18,140.269,Too Much,Nothing Was The Same (Deluxe),2013
303,304,Drake,0.264,0.521,0.762,-6.75,0.534,0.139,0.114,164.289,Pound Cake / Paris Morton Music 2,Nothing Was The Same (Deluxe),2013
304,305,Drake,0.405,0.558,0.468,-5.812,0.173,0.159,0.586,81.977,Come Thru,Nothing Was The Same (Deluxe),2013
305,306,Drake,0.422,0.67,0.515,-6.977,0.397,0.0705,0.25,122.006,All Me,Nothing Was The Same (Deluxe),2013
306,307,Drake,0.296,0.522,0.679,-5.401,0.405,0.114,0.231,79.849,Tuscan Leather,Nothing Was The Same,2013
307,308,Drake,0.271,0.484,0.78,-5.264,0.135,0.147,0.0572,137.105,Furthest Thing,Nothing Was The Same,2013
308,309,Drake,0.579,0.793,0.524,-7.827,0.156,0.0319,0.156,86.325,Started From the Bottom,Nothing Was The Same,2013
309,310,Drake,0.368,0.836,0.427,-8.516,0.27,0.0474,0.101,99.912,Wu-Tang Forever,Nothing Was The Same,2013
310,311,Drake,0.292,0.653,0.341,-11.305,0.102,0.0481,0.312,103.061,Own It,Nothing Was The Same,2013
311,312,Drake,0.414,0.78,0.799,-6.359,0.15,0.158,0.209,109.944,Worst Behavior,Nothing Was The Same,2013
312,313,Drake,0.448,0.739,0.491,-9.726,0.413,0.626,0.126,94.391,From Time,Nothing Was The Same,2013
313,314,Drake,0.287,0.777,0.414,-7.44,0.0946,0.00421,0.0724,100.002,"Hold On, We're Going Home",Nothing Was The Same,2013
314,315,Drake,0.465,0.683,0.49,-9.469,0.135,0.406,0.132,75.03,Connect,Nothing Was The Same,2013
315,316,Drake,0.502,0.831,0.651,-8.363,0.437,0.0125,0.0809,120.065,The Language,Nothing Was The Same,2013
316,317,Drake,0.132,0.419,0.495,-8.781,0.348,0.056,0.144,67.622,305 To My City,Nothing Was The Same,2013
317,318,Drake,0.147,0.681,0.569,-5.859,0.546,0.173,0.18,140.532,Too Much,Nothing Was The Same,2013
318,319,Drake,0.264,0.52,0.761,-6.75,0.536,0.139,0.114,164.083,Pound Cake / Paris Morton Music 2,Nothing Was The Same,2013
319,320,Drake,0.584,0.489,0.57,-10.291,0.306,0.759,0.179,185.516,Over My Dead Body,Take Care (Deluxe),2011
320,321,Drake,0.177,0.566,0.465,-11.714,0.235,0.0555,0.567,143.015,Shot For Me,Take Care (Deluxe),2011
321,322,Drake,0.425,0.636,0.566,-7.16,0.106,0.365,0.0917,151.894,Headlines,Take Care (Deluxe),2011
322,323,Drake,0.294,0.418,0.546,-9.057,0.238,0.227,0.229,160.152,Crew Love,Take Care (Deluxe),2011
323,324,Drake,0.299,0.629,0.515,-10.358,0.265,0.0267,0.0888,121.845,Take Care,Take Care (Deluxe),2011
324,325,Drake,0.312,0.492,0.26,-17.341,0.0921,0.646,0.0705,111.519,Marvins Room,Take Care (Deluxe),2011
325,326,Drake,0.801,0.711,0.543,-12.692,0.112,0.412,0.505,102.01,Buried Alive Interlude,Take Care (Deluxe),2011
326,327,Drake,0.397,0.487,0.712,-7.323,0.27,5.2e-05,0.198,156.209,Under Ground Kings,Take Care (Deluxe),2011
327,328,Drake,0.217,0.386,0.488,-7.303,0.422,0.00171,0.64,193.397,We'll Be Fine,Take Care (Deluxe),2011
328,329,Drake,0.355,0.684,0.486,-10.155,0.132,0.00268,0.157,131.913,Make Me Proud,Take Care (Deluxe),2011
329,330,Drake,0.303,0.417,0.887,-5.551,0.367,0.0786,0.834,167.579,Lord Knows,Take Care (Deluxe),2011
330,331,Drake,0.158,0.441,0.403,-11.18,0.147,0.255,0.13,139.92,Cameras / Good Ones Go Interlude - Medley,Take Care (Deluxe),2011
331,332,Drake,0.123,0.397,0.172,-15.698,0.0445,0.841,0.108,101.275,Doing It Wrong,Take Care (Deluxe),2011
332,333,Drake,0.509,0.567,0.309,-14.254,0.385,0.166,0.12,65.041,The Real Her,Take Care (Deluxe),2011
333,334,Drake,0.271,0.495,0.351,-14.669,0.34,0.485,0.0967,134.369,Look What You've Done,Take Care (Deluxe),2011
334,335,Drake,0.359,0.444,0.627,-8.744,0.252,0.123,0.0795,98.21,HYFR (Hell Ya Fucking Right),Take Care (Deluxe),2011
335,336,Drake,0.31,0.446,0.239,-15.327,0.0876,0.574,0.12,104.675,Practice,Take Care (Deluxe),2011
336,337,Drake,0.793,0.556,0.702,-10.079,0.205,0.517,0.343,155.948,The Ride,Take Care (Deluxe),2011
337,338,Drake,0.39,0.766,0.442,-8.558,0.356,0.000107,0.111,201.8,The Motto,Take Care (Deluxe),2011
338,339,Drake,0.53,0.55,0.758,-6.472,0.347,0.433,0.162,89.368,Fireworks,Thank Me Later,2010
339,340,Drake,0.949,0.758,0.654,-7.097,0.116,0.00879,0.0797,151.008,Karaoke,Thank Me Later,2010
340,341,Drake,0.637,0.547,0.741,-8.127,0.163,0.822,0.117,82.589,The Resistance,Thank Me Later,2010
341,342,Drake,0.45,0.35,0.845,-5.614,0.2,0.0107,0.123,99.643,Over,Thank Me Later,2010
342,343,Drake,0.704,0.667,0.734,-6.064,0.119,0.0386,0.108,128.318,Show Me A Good Time,Thank Me Later,2010
343,344,Drake,0.276,0.606,0.811,-4.667,0.278,0.00782,0.349,156.347,Up All Night,Thank Me Later,2010
344,345,Drake,0.28,0.53,0.884,-5.581,0.457,0.332,0.355,87.194,Fancy,Thank Me Later,2010
345,346,Drake,0.399,0.59,0.434,-9.298,0.069,0.411,0.0979,119.905,Shut It Down,Thank Me Later,2010
346,347,Drake,0.071,0.546,0.87,-5.107,0.114,0.103,0.111,156.145,Unforgettable,Thank Me Later,2010
347,348,Drake,0.198,0.472,0.908,-5.991,0.45,0.0936,0.15,172.924,Light Up,Thank Me Later,2010
348,349,Drake,0.332,0.426,0.862,-5.979,0.597,0.0813,0.34,100.3,Miss Me,Thank Me Later,2010
349,350,Drake,0.234,0.473,0.603,-6.875,0.0319,0.0549,0.115,94.984,Cece's Interlude,Thank Me Later,2010
350,351,Drake,0.758,0.627,0.614,-6.006,0.17,0.0211,0.0286,96.038,Find Your Love,Thank Me Later,2010
351,352,Drake,0.748,0.495,0.772,-4.851,0.425,0.282,0.119,71.295,Thank Me Now,Thank Me Later,2010
352,353,Drake,0.0853,0.462,0.422,-10.381,0.175,0.939,0.108,87.364,Lust For Life,So Far Gone,2009
353,354,Drake,0.406,0.683,0.695,-6.798,0.0574,0.393,0.124,135.337,Houstatlantavegas,So Far Gone,2009
354,355,Drake,0.231,0.562,0.544,-5.065,0.369,0.536,0.17,159.517,Successful (feat. Trey Songz & Lil Wayne),So Far Gone,2009
355,356,Drake,0.938,0.79,0.731,-4.607,0.0327,0.00427,0.157,127.403,Let’s Call It Off (feat. Peter Bjorn and John),So Far Gone,2009
356,357,Drake,0.534,0.749,0.476,-11.147,0.507,0.579,0.1,71.937,November 18th,So Far Gone,2009
357,358,Drake,0.121,0.591,0.846,-3.687,0.276,0.186,0.463,94.795,Ignant Shit (feat. Lil Wayne),So Far Gone,2009
358,359,Drake,0.368,0.611,0.508,-5.573,0.0741,0.374,0.168,103.612,A Night Off (feat. Lloyd),So Far Gone,2009
359,360,Drake,0.455,0.462,0.773,-5.375,0.288,0.632,0.212,86.157,Say What's Real,So Far Gone,2009
360,361,Drake,0.771,0.758,0.888,-4.899,0.0374,0.0999,0.661,120.392,Little Bit (feat. Lykke Li),So Far Gone,2009
361,362,Drake,0.558,0.395,0.922,-2.176,0.375,0.19,0.134,162.361,Best I Ever Had,So Far Gone,2009
362,363,Drake,0.821,0.774,0.912,-2.787,0.347,0.165,0.745,150.083,Unstoppable (feat. Santigold & Lil Wayne),So Far Gone,2009
363,364,Drake,0.417,0.416,0.824,-3.075,0.343,0.00391,0.104,85.433,Uptown (feat. Bun B & Lil Wayne),So Far Gone,2009
364,365,Drake,0.506,0.616,0.501,-5.722,0.24,0.178,0.105,94.554,Sooner Than Later,So Far Gone,2009
365,366,Drake,0.237,0.49,0.507,-6.205,0.0849,0.209,0.119,147.037,Bria's Interlude (feat. Omarion),So Far Gone,2009
366,367,Drake,0.258,0.471,0.784,-8.25,0.883,0.819,0.107,160.833,The Calm,So Far Gone,2009
367,368,Drake,0.136,0.397,0.0906,-21.655,0.054,0.988,0.344,185.167,Outro (feat. Chilly Gonzales),So Far Gone,2009
368,369,Drake,0.356,0.399,0.491,-8.992,0.0714,0.631,0.171,94.542,Brand New,So Far Gone,2009
369,370,Drake,0.125,0.333,0.859,-2.286,0.148,0.0185,0.22,86.882,Congratulations,So Far Gone,2009
370,371,Olivia Rodrigo,0.401,0.43,0.692,-4.234,0.0429,0.254,0.148,156.261,all-american bitch,GUTS,2023
371,372,Olivia Rodrigo,0.748,0.627,0.879,-3.446,0.0955,0.00193,0.0647,129.979,bad idea right?,GUTS,2023
372,373,Olivia Rodrigo,0.35,0.511,0.532,-5.745,0.0578,0.177,0.291,138.005,vampire,GUTS,2023
373,374,Olivia Rodrigo,0.413,0.455,0.379,-7.628,0.0341,0.803,0.109,76.967,lacy,GUTS,2023
374,375,Olivia Rodrigo,0.469,0.385,0.873,-3.331,0.069,0.0557,0.353,120.393,ballad of a homeschooled girl,GUTS,2023
375,376,Olivia Rodrigo,0.226,0.537,0.413,-7.736,0.0319,0.346,0.12,133.21,making the bed,GUTS,2023
376,377,Olivia Rodrigo,0.153,0.499,0.246,-8.082,0.0345,0.853,0.1,81.051,logical,GUTS,2023
377,378,Olivia Rodrigo,0.74,0.546,0.846,-5.719,0.181,0.0135,0.607,162.043,get him back!,GUTS,2023
378,379,Olivia Rodrigo,0.677,0.52,0.831,-3.432,0.0968,0.00261,0.156,160.035,love is embarrassing,GUTS,2023
379,380,Olivia Rodrigo,0.317,0.548,0.307,-9.214,0.0781,0.916,0.0828,127.923,the grudge,GUTS,2023
380,381,Olivia Rodrigo,0.594,0.554,0.854,-4.338,0.0561,0.00394,0.0798,123.926,pretty isn’t pretty,GUTS,2023
381,382,Olivia Rodrigo,0.104,0.422,0.229,-10.208,0.0362,0.816,0.109,135.82,teenage dream,GUTS,2023
382,383,Olivia Rodrigo,0.28,0.672,0.526,-6.446,0.0599,0.0311,0.28,123.999,brutal,SOUR,2021
383,384,Olivia Rodrigo,0.0849,0.38,0.339,-7.885,0.0338,0.691,0.12,100.607,traitor,SOUR,2021
384,385,Olivia Rodrigo,0.137,0.561,0.431,-8.81,0.0578,0.768,0.106,143.875,drivers license,SOUR,2021
385,386,Olivia Rodrigo,0.419,0.473,0.203,-12.627,0.102,0.941,0.126,168.884,"1 step forward, 3 steps back",SOUR,2021
386,387,Olivia Rodrigo,0.178,0.442,0.612,-7.222,0.112,0.584,0.37,180.917,deja vu,SOUR,2021
387,388,Olivia Rodrigo,0.688,0.563,0.664,-5.044,0.154,0.335,0.0849,166.928,good 4 u,SOUR,2021
388,389,Olivia Rodrigo,0.269,0.638,0.259,-10.706,0.0898,0.753,0.219,88.485,enough for you,SOUR,2021
389,390,Olivia Rodrigo,0.338,0.395,0.443,-9.72,0.133,0.765,0.0839,168.924,happier,SOUR,2021
390,391,Olivia Rodrigo,0.699,0.695,0.575,-6.334,0.116,0.198,0.0614,163.929,"jealousy, jealousy",SOUR,2021
391,392,Olivia Rodrigo,0.218,0.369,0.272,-10.497,0.0364,0.866,0.147,172.929,favorite crime,SOUR,2021
392,393,Olivia Rodrigo,0.172,0.443,0.298,-12.181,0.0644,0.388,0.103,77.253,hope ur ok,SOUR,2021
